연도,월,행정구역구분명,행정구역명,총 인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상,총 인구수 (남),0~9세 (남),10~19세 (남),20~29세 (남),30~39세 (남),40~49세 (남),50~59세 (남),60~69세 (남),70~79세 (남),80~89세 (남),90~99세 (남),100세 이상 (남),총 인구수 (여),0~9세 (여),10~19세 (여),20~29세 (여),30~39세 (여),40~49세 (여),50~59세 (여),60~69세 (여),70~79세 (여),80~89세 (여),90~99세 (여),100세 이상 (여)
2017,05,읍면동,경기도 여주시 오학동,15137,1913,1582,1703,2592,2664,2343,1268,741,280,45,6,7550,1033,791,895,1251,1355,1189,612,322,92,8,2,7587,880,791,808,1341,1309,1154,656,419,188,37,4
2017,05,읍면동,경기도 여주시 점동면,4874,194,449,498,331,551,962,895,621,326,47,0,2514,108,243,285,184,308,519,452,288,115,12,0,2360,86,206,213,147,243,443,443,333,211,35,0
2017,05,읍면동,경기도 여주시 중앙동,19675,1847,2667,2526,2514,3659,3133,1817,1043,419,47,3,9767,966,1334,1303,1246,1822,1630,860,456,142,6,2,9908,881,1333,1223,1268,1837,1503,957,587,277,41,1
2017,05,읍면동,경기도 여주시 흥천면,5165,246,362,457,403,599,1075,955,692,333,40,3,2665,140,176,264,219,340,573,502,322,124,5,0,2500,106,186,193,184,259,502,453,370,209,35,3
2017,05,시군,경기도 연천군 ,45720,3514,3767,5953,4868,5719,7976,6294,5058,2218,321,32,24020,1809,2016,3826,2651,3165,4281,3155,2218,810,78,11,21700,1705,1751,2127,2217,2554,3695,3139,2840,1408,243,21
2017,05,읍면동,경기도 연천군 군남면,3581,161,234,382,267,392,692,622,549,246,34,2,1883,75,125,252,155,238,373,322,242,90,10,1,1698,86,109,130,112,154,319,300,307,156,24,1
2017,05,읍면동,경기도 연천군 미산면,1749,67,78,173,98,161,381,372,278,121,17,3,918,36,41,107,58,94,205,200,130,42,4,1,831,31,37,66,40,67,176,172,148,79,13,2
2017,05,읍면동,경기도 연천군 백학면,2844,152,204,282,212,313,576,464,447,177,16,1,1509,79,112,190,126,185,307,229,206,69,6,0,1335,73,92,92,86,128,269,235,241,108,10,1
2017,05,읍면동,경기도 연천군 신서면,3080,99,154,426,202,296,564,602,505,201,29,2,1674,49,80,324,125,187,304,287,226,82,9,1,1406,50,74,102,77,109,260,315,279,119,20,1
2017,05,읍면동,경기도 연천군 연천읍,8317,827,575,1408,1065,907,1224,957,907,391,54,2,4496,434,306,965,596,522,679,461,372,148,13,0,3821,393,269,443,469,385,545,496,535,243,41,2
2017,05,읍면동,경기도 연천군 왕징면,1099,42,57,96,60,111,187,249,212,70,13,2,577,29,30,59,37,71,103,122,96,26,3,1,522,13,27,37,23,40,84,127,116,44,10,1
2017,05,읍면동,경기도 연천군 장남면,745,32,39,62,44,89,147,140,132,47,13,0,373,14,24,38,23,50,74,70,64,16,0,0,372,18,15,24,21,39,73,70,68,31,13,0
2017,05,읍면동,경기도 연천군 전곡읍,19898,1937,2167,2572,2523,2959,3298,2148,1449,722,108,15,10247,1005,1149,1501,1305,1534,1739,1103,629,250,26,6,9651,932,1018,1071,1218,1425,1559,1045,820,472,82,9
2017,05,읍면동,경기도 연천군 중면,226,13,14,66,23,14,35,31,17,11,2,0,133,7,6,55,12,7,18,18,7,3,0,0,93,6,8,11,11,7,17,13,10,8,2,0
2017,05,읍면동,경기도 연천군 청산면,4181,184,245,486,374,477,872,709,562,232,35,5,2210,81,143,335,214,277,479,343,246,84,7,1,1971,103,102,151,160,200,393,366,316,148,28,4
2017,05,시군,경기도 오산시 ,210420,26999,24439,26884,40294,39277,27543,13837,7926,2802,386,33,107959,13875,12537,14314,21068,20659,14327,6735,3389,962,86,7,102461,13124,11902,12570,19226,18618,13216,7102,4537,1840,300,26
2017,05,읍면동,경기도 오산시 남촌동,22210,1510,1586,4374,5906,3850,2632,1370,713,230,34,5,12766,780,818,2479,3705,2323,1536,704,341,72,7,1,9444,730,768,1895,2201,1527,1096,666,372,158,27,4
2017,05,읍면동,경기도 오산시 대원동,66739,8876,8202,8645,12538,12751,8507,4043,2297,761,113,6,34140,4554,4336,4597,6395,6593,4458,1950,961,267,29,0,32599,4322,3866,4048,6143,6158,4049,2093,1336,494,84,6
2017,05,읍면동,경기도 오산시 세마동,19620,2993,2275,2178,3561,3740,2567,1342,686,229,43,6,9973,1592,1147,1153,1695,1989,1318,667,319,82,10,1,9647,1401,1128,1025,1866,1751,1249,675,367,147,33,5
2017,05,읍면동,경기도 오산시 신장동,57101,8357,6308,6380,11039,10044,7643,4096,2294,824,109,7,28521,4256,3153,3349,5605,5187,3740,1969,969,273,20,0,28580,4101,3155,3031,5434,4857,3903,2127,1325,551,89,7
2017,05,읍면동,경기도 오산시 중앙동,27723,3045,3777,3483,4174,5538,3931,1953,1257,505,56,4,13935,1536,1927,1813,2115,2793,2093,948,518,178,13,1,13788,1509,1850,1670,2059,2745,1838,1005,739,327,43,3
2017,05,읍면동,경기도 오산시 초평동,17027,2218,2291,1824,3076,3354,2263,1033,679,253,31,5,8624,1157,1156,923,1553,1774,1182,497,281,90,7,4,8403,1061,1135,901,1523,1580,1081,536,398,163,24,1
2017,05,시군,경기도 용인시 ,995819,110329,125118,118835,150020,196044,136116,82629,53907,19762,2905,154,495114,56610,64834,61335,72541,97989,70080,38323,25077,7562,739,24,500705,53719,60284,57500,77479,98055,66036,44306,28830,12200,2166,130
2017,05,구,경기도 용인시 기흥구 ,418315,51086,52524,47951,66367,84416,53455,32526,21303,7502,1136,49,207047,26246,27058,24710,31722,42221,27103,14821,9949,2915,296,6,211268,24840,25466,23241,34645,42195,26352,17705,11354,4587,840,43
2017,05,읍면동,경기도 용인시 기흥구 구갈동,26940,2268,3025,4353,4535,4939,4144,2065,1145,402,61,3,13541,1145,1517,2191,2396,2483,2131,998,534,134,12,0,13399,1123,1508,2162,2139,2456,2013,1067,611,268,49,3
2017,05,읍면동,경기도 용인시 기흥구 구성동,40790,4885,5083,3781,5876,8534,4891,3869,2822,919,124,6,19767,2499,2590,1948,2671,4257,2376,1671,1328,404,22,1,21023,2386,2493,1833,3205,4277,2515,2198,1494,515,102,5
2017,05,읍면동,경기도 용인시 기흥구 기흥동,22726,2738,2392,2520,3769,4209,3229,2115,1239,445,66,4,11256,1374,1271,1316,1850,2134,1553,997,594,146,21,0,11470,1364,1121,1204,1919,2075,1676,1118,645,299,45,4
2017,05,읍면동,경기도 용인시 기흥구 동백동,80770,11625,13048,7367,11969,19149,8739,4647,3059,1010,147,10,39624,5947,6737,3753,5179,9565,4596,2033,1380,388,44,2,41146,5678,6311,3614,6790,9584,4143,2614,1679,622,103,8
2017,05,읍면동,경기도 용인시 기흥구 마북동,32529,3311,3562,3830,4749,5775,4468,3393,2464,854,118,5,15953,1717,1805,2005,2292,2809,2220,1502,1211,356,36,0,16576,1594,1757,1825,2457,2966,2248,1891,1253,498,82,5
2017,05,읍면동,경기도 용인시 기흥구 보정동,36591,4198,4468,3877,5411,7371,4467,3394,2528,753,123,1,18007,2192,2276,1964,2495,3613,2278,1543,1276,342,28,0,18584,2006,2192,1913,2916,3758,2189,1851,1252,411,95,1
2017,05,읍면동,경기도 용인시 기흥구 상갈동,46625,5194,6091,5165,6972,9588,6063,3844,2686,894,121,7,23511,2726,3191,2639,3464,4904,3144,1765,1282,360,34,2,23114,2468,2900,2526,3508,4684,2919,2079,1404,534,87,5
2017,05,읍면동,경기도 용인시 기흥구 상하동,25378,2818,3273,2992,3633,5121,3645,2072,1302,453,65,4,12403,1437,1673,1560,1728,2480,1830,946,581,156,12,0,12975,1381,1600,1432,1905,2641,1815,1126,721,297,53,4
2017,05,읍면동,경기도 용인시 기흥구 서농동,24125,3798,2138,4426,5359,3680,2696,1211,585,192,39,1,12376,1963,1121,2379,2789,1897,1320,575,261,62,9,0,11749,1835,1017,2047,2570,1783,1376,636,324,130,30,1
2017,05,읍면동,경기도 용인시 기흥구 신갈동,36566,3859,4244,4499,5614,7176,5332,2990,1999,742,106,5,18132,1954,2167,2279,2778,3612,2767,1400,864,284,26,1,18434,1905,2077,2220,2836,3564,2565,1590,1135,458,80,4
2017,05,읍면동,경기도 용인시 기흥구 영덕동,45275,6392,5200,5141,8480,8874,5781,2926,1474,838,166,3,22477,3292,2710,2676,4080,4467,2888,1391,638,283,52,0,22798,3100,2490,2465,4400,4407,2893,1535,836,555,114,3
2017,05,구,경기도 용인시 수지구 ,348813,38577,46104,41157,51342,71352,45371,28015,19406,6489,959,41,170617,19798,23556,20717,23850,34737,23334,12537,9237,2601,244,6,178196,18779,22548,20440,27492,36615,22037,15478,10169,3888,715,35
2017,05,읍면동,경기도 용인시 수지구 동천동,36543,4068,4626,4427,5418,7590,4965,3029,1777,544,94,5,18044,2087,2369,2245,2525,3746,2530,1453,863,211,15,0,18499,1981,2257,2182,2893,3844,2435,1576,914,333,79,5
2017,05,읍면동,경기도 용인시 수지구 상현1동,47995,5499,6534,5653,7207,9830,6050,3806,2462,818,132,4,23345,2820,3334,2794,3292,4769,3142,1648,1199,320,27,0,24650,2679,3200,2859,3915,5061,2908,2158,1263,498,105,4
2017,05,읍면동,경기도 용인시 수지구 상현2동,33258,3561,4609,3609,4377,6823,4354,2989,2180,655,98,3,16170,1871,2324,1809,1978,3288,2237,1316,1060,259,28,0,17088,1690,2285,1800,2399,3535,2117,1673,1120,396,70,3
2017,05,읍면동,경기도 용인시 수지구 성복동,37911,3900,4570,3869,4651,7187,5040,4563,3109,862,152,8,18204,1970,2298,1996,1952,3456,2471,1990,1634,393,42,2,19707,1930,2272,1873,2699,3731,2569,2573,1475,469,110,6
2017,05,읍면동,경기도 용인시 수지구 신봉동,37398,4263,5330,3713,4804,8282,4686,3103,2358,761,94,4,18189,2130,2733,1898,2102,4002,2463,1341,1156,344,20,0,19209,2133,2597,1815,2702,4280,2223,1762,1202,417,74,4
2017,05,읍면동,경기도 용인시 수지구 죽전1동,59326,6831,7947,7352,8958,12118,7623,4225,3034,1070,161,7,28960,3497,4055,3694,4188,5904,3866,1910,1378,420,47,1,30366,3334,3892,3658,4770,6214,3757,2315,1656,650,114,6
2017,05,읍면동,경기도 용인시 수지구 죽전2동,19505,1965,1933,2890,3742,3385,2747,1482,922,393,45,1,9627,1021,1011,1408,1877,1668,1353,698,432,151,8,0,9878,944,922,1482,1865,1717,1394,784,490,242,37,1
2017,05,읍면동,경기도 용인시 수지구 풍덕천1동,37313,3726,4427,5140,6373,7125,5094,2723,1919,681,103,2,18646,1898,2324,2658,3268,3527,2617,1253,825,243,33,0,18667,1828,2103,2482,3105,3598,2477,1470,1094,438,70,2
2017,05,읍면동,경기도 용인시 수지구 풍덕천2동,39564,4764,6128,4504,5812,9012,4812,2095,1645,705,80,7,19432,2504,3108,2215,2668,4377,2655,928,690,260,24,3,20132,2260,3020,2289,3144,4635,2157,1167,955,445,56,4
2017,05,구,경기도 용인시 처인구 ,228691,20666,26490,29727,32311,40276,37290,22088,13198,5771,810,64,117450,10566,14220,15908,16969,21031,19643,10965,5891,2046,199,12,111241,10100,12270,13819,15342,19245,17647,11123,7307,3725,611,52
2017,05,읍면동,경기도 용인시 처인구 남사면,6965,300,536,725,655,1031,1425,1069,757,407,55,5,3705,160,264,406,373,613,818,555,338,162,16,0,3260,140,272,319,282,418,607,514,419,245,39,5
2017,05,읍면동,경기도 용인시 처인구 동부동,14235,1052,1534,1992,1876,2513,2578,1529,799,313,43,6,7253,530,834,1056,1000,1267,1313,773,362,110,8,0,6982,522,700,936,876,1246,1265,756,437,203,35,6
2017,05,읍면동,경기도 용인시 처인구 모현면,26393,2516,2603,3291,3818,4585,4399,2854,1597,637,86,7,13881,1331,1368,1805,2011,2469,2408,1472,753,243,19,2,12512,1185,1235,1486,1807,2116,1991,1382,844,394,67,5
2017,05,읍면동,경기도 용인시 처인구 백암면,8895,347,738,1000,799,1188,1800,1403,991,537,84,8,4617,177,355,560,480,682,986,724,430,197,23,3,4278,170,383,440,319,506,814,679,561,340,61,5
2017,05,읍면동,경기도 용인시 처인구 양지면,18945,1516,2811,2278,2567,3051,3147,1910,1056,512,92,5,10229,817,1755,1272,1392,1627,1679,991,501,169,25,1,8716,699,1056,1006,1175,1424,1468,919,555,343,67,4
2017,05,읍면동,경기도 용인시 처인구 역삼동,30814,3362,3570,4665,5236,5428,4410,2279,1310,480,67,7,15463,1680,1859,2432,2689,2678,2221,1106,606,171,20,1,15351,1682,1711,2233,2547,2750,2189,1173,704,309,47,6
2017,05,읍면동,경기도 용인시 처인구 원삼면,7868,436,559,765,767,1133,1553,1321,862,419,48,5,4098,228,287,435,442,648,808,689,403,143,14,1,3770,208,272,330,325,485,745,632,459,276,34,4
2017,05,읍면동,경기도 용인시 처인구 유림동,33071,3649,4649,3981,4892,6803,4750,2302,1448,535,60,2,16703,1799,2462,2064,2471,3420,2545,1110,611,203,18,0,16368,1850,2187,1917,2421,3383,2205,1192,837,332,42,2
2017,05,읍면동,경기도 용인시 처인구 이동면,21460,2144,2159,2225,3014,3697,3749,2313,1374,670,107,8,10919,1088,1148,1253,1558,2004,1950,1093,582,214,28,1,10541,1056,1011,972,1456,1693,1799,1220,792,456,79,7
2017,05,읍면동,경기도 용인시 처인구 중앙동,24918,2019,2659,4009,3560,4339,4136,2325,1259,531,72,9,12562,1032,1391,2074,1878,2223,2074,1130,555,186,16,3,12356,987,1268,1935,1682,2116,2062,1195,704,345,56,6
2017,05,읍면동,경기도 용인시 처인구 포곡읍,35127,3325,4672,4796,5127,6508,5343,2783,1745,730,96,2,18020,1724,2497,2551,2675,3400,2841,1322,750,248,12,0,17107,1601,2175,2245,2452,3108,2502,1461,995,482,84,2
2017,05,시군,경기도 의왕시 ,155567,13924,16284,22025,22116,26368,27829,15343,7678,3439,521,40,77731,7193,8350,11594,11412,13009,13722,7778,3454,1085,124,10,77836,6731,7934,10431,10704,13359,14107,7565,4224,2354,397,30
2017,05,읍면동,경기도 의왕시 고천동,12436,988,1144,1615,1812,1852,2285,1614,745,333,46,2,6279,507,590,863,953,948,1097,844,365,98,13,1,6157,481,554,752,859,904,1188,770,380,235,33,1
2017,05,읍면동,경기도 의왕시 내손1동,22545,1931,2627,3558,2868,3915,4356,1928,869,423,61,9,11061,982,1366,1824,1388,1836,2158,981,378,136,11,1,11484,949,1261,1734,1480,2079,2198,947,491,287,50,8
2017,05,읍면동,경기도 의왕시 내손2동,33133,3213,3176,5082,4967,5547,5907,3004,1408,703,120,6,16455,1642,1691,2665,2502,2688,2931,1532,578,204,21,1,16678,1571,1485,2417,2465,2859,2976,1472,830,499,99,5
2017,05,읍면동,경기도 의왕시 부곡동,26402,2089,2627,3742,3729,4344,4599,2637,1729,808,90,8,13483,1095,1307,2022,2105,2228,2331,1323,762,279,28,3,12919,994,1320,1720,1624,2116,2268,1314,967,529,62,5
2017,05,읍면동,경기도 의왕시 오전동,39649,3565,4603,5313,5432,6997,7138,4044,1761,664,126,6,19786,1854,2351,2793,2743,3421,3493,2073,833,196,27,2,19863,1711,2252,2520,2689,3576,3645,1971,928,468,99,4
2017,05,읍면동,경기도 의왕시 청계동,21402,2138,2107,2715,3308,3713,3544,2116,1166,508,78,9,10667,1113,1045,1427,1721,1888,1712,1025,538,172,24,2,10735,1025,1062,1288,1587,1825,1832,1091,628,336,54,7
2017,05,시군,경기도 의정부시 ,438226,36671,47401,59265,59953,77446,74906,43593,27351,10167,1288,185,216327,18840,24434,30298,30439,38302,37478,20664,11947,3554,332,39,221899,17831,22967,28967,29514,39144,37428,22929,15404,6613,956,146
2017,05,읍면동,경기도 의정부시 가능1동,24855,1490,2305,3531,3105,4114,4909,2851,1796,672,71,11,12516,781,1174,1861,1696,2107,2473,1368,789,251,15,1,12339,709,1131,1670,1409,2007,2436,1483,1007,421,56,10
2017,05,읍면동,경기도 의정부시 녹양동,23402,2170,2671,3138,3215,4181,4002,2170,1281,509,62,3,11702,1175,1410,1633,1640,2068,1978,1034,570,175,19,0,11700,995,1261,1505,1575,2113,2024,1136,711,334,43,3
2017,05,읍면동,경기도 의정부시 송산1동,33717,2774,3921,4508,4322,6134,5954,3221,1925,824,123,11,16735,1382,2044,2387,2222,3003,3030,1568,806,263,30,0,16982,1392,1877,2121,2100,3131,2924,1653,1119,561,93,11
2017,05,읍면동,경기도 의정부시 송산2동,57984,6927,7739,6809,8657,11675,8248,4115,2631,1046,133,4,28309,3527,3896,3455,4148,5689,4209,1889,1106,363,25,2,29675,3400,3843,3354,4509,5986,4039,2226,1525,683,108,2
2017,05,읍면동,경기도 의정부시 신곡1동,44281,3524,5059,6183,5721,7917,7959,4311,2557,944,96,10,21835,1824,2563,3231,2927,3739,3974,2113,1113,320,29,2,22446,1700,2496,2952,2794,4178,3985,2198,1444,624,67,8
2017,05,읍면동,경기도 의정부시 신곡2동,47303,4048,6229,6747,5702,8747,8253,4037,2408,986,138,8,22938,2079,3250,3395,2743,4076,4091,1934,1014,312,43,1,24365,1969,2979,3352,2959,4671,4162,2103,1394,674,95,7
2017,05,읍면동,경기도 의정부시 의정부1동,20532,1001,1398,3192,2974,3232,4081,2534,1451,556,86,27,10629,533,688,1610,1688,1785,2153,1283,658,202,24,5,9903,468,710,1582,1286,1447,1928,1251,793,354,62,22
2017,05,읍면동,경기도 의정부시 의정부2동,28225,1791,2373,4587,4297,4714,4968,2877,1887,646,77,8,14015,932,1254,2271,2290,2366,2481,1333,819,236,30,3,14210,859,1119,2316,2007,2348,2487,1544,1068,410,47,5
2017,05,읍면동,경기도 의정부시 의정부3동,12199,578,840,1973,1715,1903,2339,1483,933,377,38,20,6164,302,455,980,904,1052,1243,705,371,138,10,4,6035,276,385,993,811,851,1096,778,562,239,28,16
2017,05,읍면동,경기도 의정부시 자금동,30312,2719,3402,3992,4050,5469,5227,2822,1813,704,95,19,14886,1372,1787,2024,2022,2652,2607,1364,782,245,21,10,15426,1347,1615,1968,2028,2817,2620,1458,1031,459,74,9
2017,05,읍면동,경기도 의정부시 장암동,20740,1852,2228,2399,2826,3617,3375,2291,1477,594,71,10,9960,934,1144,1249,1376,1782,1634,1035,615,179,11,1,10780,918,1084,1150,1450,1835,1741,1256,862,415,60,9
2017,05,읍면동,경기도 의정부시 호원1동,35692,2937,2970,4546,5523,5711,5569,4566,2881,859,110,20,17523,1554,1510,2210,2819,2931,2628,2138,1368,333,27,5,18169,1383,1460,2336,2704,2780,2941,2428,1513,526,83,15
2017,05,읍면동,경기도 의정부시 호원2동,37392,3387,4092,4686,5102,6431,6040,3919,2735,888,105,7,18276,1717,2098,2407,2491,3169,2951,1804,1261,350,26,2,19116,1670,1994,2279,2611,3262,3089,2115,1474,538,79,5
2017,05,읍면동,경기도 의정부시 흥선동,21592,1473,2174,2974,2744,3601,3982,2396,1576,562,83,27,10839,728,1161,1585,1473,1883,2026,1096,675,187,22,3,10753,745,1013,1389,1271,1718,1956,1300,901,375,61,24
2017,05,시군,경기도 이천시 ,211693,21913,24559,26975,31829,35344,33250,19485,12087,5458,744,49,107891,11311,12840,14296,16525,18178,17442,9845,5400,1854,189,11,103802,10602,11719,12679,15304,17166,15808,9640,6687,3604,555,38
2017,05,읍면동,경기도 이천시 관고동,10604,781,1044,1580,1528,1678,2000,1118,601,241,31,2,5320,432,498,807,815,830,1028,572,253,75,9,1,5284,349,546,773,713,848,972,546,348,166,22,1
2017,05,읍면동,경기도 이천시 대월면,14038,1563,1390,2075,2507,2107,1926,1258,829,317,60,6,6988,805,700,987,1244,1114,1030,632,352,109,13,2,7050,758,690,1088,1263,993,896,626,477,208,47,4
2017,05,읍면동,경기도 이천시 마장면,10699,1034,1188,1427,1561,1514,1599,1181,772,358,60,5,5775,540,632,844,889,881,879,620,350,124,16,0,4924,494,556,583,672,633,720,561,422,234,44,5
2017,05,읍면동,경기도 이천시 모가면,4678,206,328,479,435,565,1009,758,577,273,47,1,2486,116,191,282,258,317,551,395,267,97,12,0,2192,90,137,197,177,248,458,363,310,176,35,1
2017,05,읍면동,경기도 이천시 백사면,10504,800,970,1319,1203,1610,1993,1261,861,425,58,4,5363,417,518,681,661,824,1054,644,398,148,18,0,5141,383,452,638,542,786,939,617,463,277,40,4
2017,05,읍면동,경기도 이천시 부발읍,37853,4960,4973,4622,6738,6923,4893,2582,1452,624,82,4,19314,2530,2581,2363,3387,3595,2667,1310,648,217,16,0,18539,2430,2392,2259,3351,3328,2226,1272,804,407,66,4
2017,05,읍면동,경기도 이천시 설성면,5151,259,324,508,472,603,1034,894,675,342,38,2,2697,120,157,299,272,375,566,466,307,125,9,1,2454,139,167,209,200,228,468,428,368,217,29,1
2017,05,읍면동,경기도 이천시 신둔면,11856,907,1168,1425,1482,1865,2319,1412,835,372,67,4,6250,489,644,757,810,1010,1246,750,402,125,16,1,5606,418,524,668,672,855,1073,662,433,247,51,3
2017,05,읍면동,경기도 이천시 율면,2891,95,167,235,203,306,551,552,452,292,36,2,1448,52,74,134,122,183,296,268,210,99,9,1,1443,43,93,101,81,123,255,284,242,193,27,1
2017,05,읍면동,경기도 이천시 장호원읍,15748,1323,1684,1703,1905,2319,2725,1970,1334,697,79,9,7966,689,873,956,983,1218,1392,974,608,240,29,4,7782,634,811,747,922,1101,1333,996,726,457,50,5
2017,05,읍면동,경기도 이천시 중리동,14421,1224,1129,2339,2441,2107,2483,1482,839,324,51,2,7800,657,608,1404,1473,1115,1275,738,401,116,13,0,6621,567,521,935,968,992,1208,744,438,208,38,2
2017,05,읍면동,경기도 이천시 증포동,48719,6953,7822,5650,7989,9898,6259,2265,1264,555,61,3,24198,3542,4118,2885,3785,4770,3296,1122,497,168,14,1,24521,3411,3704,2765,4204,5128,2963,1143,767,387,47,2
2017,05,읍면동,경기도 이천시 창전동,18598,1354,1931,2947,2633,2992,3354,1936,1042,372,33,4,9166,683,998,1541,1407,1435,1566,952,448,130,6,0,9432,671,933,1406,1226,1557,1788,984,594,242,27,4
2017,05,읍면동,경기도 이천시 호법면,5933,454,441,666,732,857,1105,816,554,266,41,1,3120,239,248,356,419,511,596,402,259,81,9,0,2813,215,193,310,313,346,509,414,295,185,32,1
2017,05,시군,경기도 파주시 ,432160,47473,48536,52871,67307,77267,63404,37440,25764,10494,1443,161,219346,24226,25146,27653,35456,40122,33232,18120,11169,3802,374,46,212814,23247,23390,25218,31851,37145,30172,19320,14595,6692,1069,115
2017,05,읍면동,경기도 파주시 광탄면,12294,591,871,1545,1205,1634,2666,1816,1234,619,98,15,6616,319,458,910,713,939,1504,985,561,202,20,5,5678,272,413,635,492,695,1162,831,673,417,78,10
2017,05,읍면동,경기도 파주시 교하동,42586,5162,5913,4295,6476,9052,5715,3140,1878,832,111,12,21520,2653,3123,2269,3121,4630,3078,1529,818,275,22,2,21066,2509,2790,2026,3355,4422,2637,1611,1060,557,89,10
2017,05,읍면동,경기도 파주시 금촌1동,23463,1601,1946,3521,3475,3710,4267,2535,1634,665,99,10,12284,807,1036,1935,1977,2025,2291,1259,686,237,27,4,11179,794,910,1586,1498,1685,1976,1276,948,428,72,6
2017,05,읍면동,경기도 파주시 금촌2동,35768,4751,4884,4214,6129,6877,4504,2199,1547,575,80,8,17606,2447,2535,2013,3129,3384,2278,987,612,202,18,1,18162,2304,2349,2201,3000,3493,2226,1212,935,373,62,7
2017,05,읍면동,경기도 파주시 금촌3동,28936,3204,3317,3930,4622,4867,4303,2398,1598,620,75,2,14807,1623,1773,2041,2494,2490,2246,1177,707,231,25,0,14129,1581,1544,1889,2128,2377,2057,1221,891,389,50,2
2017,05,읍면동,경기도 파주시 문산읍,50764,6271,4847,6387,9267,7713,6860,4311,3442,1460,185,21,25875,3168,2530,3299,5131,4141,3492,2031,1454,565,55,9,24889,3103,2317,3088,4136,3572,3368,2280,1988,895,130,12
2017,05,읍면동,경기도 파주시 법원읍,11867,594,1023,1382,1164,1714,2413,1693,1262,538,76,8,6239,308,577,789,679,961,1303,859,556,182,23,2,5628,286,446,593,485,753,1110,834,706,356,53,6
2017,05,읍면동,경기도 파주시 운정1동,44860,6383,5823,4738,7578,9086,5795,2991,1755,627,78,6,21995,3253,2895,2334,3591,4558,2912,1440,774,217,20,1,22865,3130,2928,2404,3987,4528,2883,1551,981,410,58,5
2017,05,읍면동,경기도 파주시 운정2동,38538,5513,5464,3620,6357,8107,4578,2500,1716,606,74,3,18761,2797,2780,1790,3007,4033,2262,1113,722,237,19,1,19777,2716,2684,1830,3350,4074,2316,1387,994,369,55,2
2017,05,읍면동,경기도 파주시 운정3동,59285,8289,7566,6055,10095,12162,7615,3959,2509,921,110,4,28943,4238,3828,3010,4751,6130,3778,1777,1072,336,23,0,30342,4051,3738,3045,5344,6032,3837,2182,1437,585,87,4
2017,05,읍면동,경기도 파주시 월롱면,12219,291,382,4650,2625,1101,1395,932,555,249,35,4,7510,152,207,2547,2220,711,825,513,248,81,4,2,4709,139,175,2103,405,390,570,419,307,168,31,2
2017,05,읍면동,경기도 파주시 장단출장소,607,38,42,73,57,82,112,86,91,25,1,0,304,15,21,31,36,52,60,36,41,11,1,0,303,23,21,42,21,30,52,50,50,14,0,0
2017,05,읍면동,경기도 파주시 적성면,7910,689,658,919,985,998,1394,1035,862,325,44,1,4142,353,365,523,539,566,753,517,394,123,9,0,3768,336,293,396,446,432,641,518,468,202,35,1
2017,05,읍면동,경기도 파주시 조리읍,31188,2251,3456,3851,3507,5260,5872,3592,2315,924,149,11,15757,1114,1748,2072,1857,2634,3116,1779,1051,338,44,4,15431,1137,1708,1779,1650,2626,2756,1813,1264,586,105,7
2017,05,읍면동,경기도 파주시 진동면,170,8,8,3,10,23,30,39,34,13,2,0,93,2,4,2,6,12,19,20,21,6,1,0,77,6,4,1,4,11,11,19,13,7,1,0
2017,05,읍면동,경기도 파주시 탄현면,14021,990,1197,1642,1880,2515,2388,1604,1177,537,87,4,7541,528,644,903,1110,1430,1345,806,547,203,25,0,6480,462,553,739,770,1085,1043,798,630,334,62,4
2017,05,읍면동,경기도 파주시 파주읍,13592,698,878,1607,1599,1914,2610,1945,1524,691,84,42,7238,372,482,930,946,1152,1475,959,623,261,26,12,6354,326,396,677,653,762,1135,986,901,430,58,30
2017,05,읍면동,경기도 파주시 파평면,4092,149,261,439,276,452,887,665,631,267,55,10,2115,77,140,255,149,274,495,333,282,95,12,3,1977,72,121,184,127,178,392,332,349,172,43,7
2017,05,시군,경기도 평택시 ,475830,47896,53693,61827,73535,85934,74628,40361,25590,10751,1404,211,243401,24531,27890,33419,38933,44934,39105,19470,10997,3664,392,66,232429,23365,25803,28408,34602,41000,35523,20891,14593,7087,1012,145
2017,05,읍면동,경기도 평택시 고덕면,11350,1144,1065,1438,1601,1840,1883,1194,789,345,46,5,5920,574,571,824,843,1003,1028,610,351,105,10,1,5430,570,494,614,758,837,855,584,438,240,36,4
2017,05,읍면동,경기도 평택시 비전1동,48909,6007,6112,6401,9167,9352,6630,2931,1569,648,83,9,24772,3100,3164,3269,4786,4723,3414,1406,678,209,21,2,24137,2907,2948,3132,4381,4629,3216,1525,891,439,62,7
2017,05,읍면동,경기도 평택시 비전2동,59894,6865,8140,8119,9379,11554,8805,3852,2191,867,108,14,30092,3558,4257,4243,4667,5653,4552,1854,951,332,23,2,29802,3307,3883,3876,4712,5901,4253,1998,1240,535,85,12
2017,05,읍면동,경기도 평택시 서정동,30236,2268,3281,4463,4247,5401,5259,2740,1810,670,79,18,15176,1182,1719,2379,2262,2710,2637,1242,779,229,29,8,15060,1086,1562,2084,1985,2691,2622,1498,1031,441,50,10
2017,05,읍면동,경기도 평택시 서탄면,4105,216,278,435,482,552,816,631,455,218,21,1,2228,105,162,237,299,339,475,325,205,78,3,0,1877,111,116,198,183,213,341,306,250,140,18,1
